col_user,col_item,col_timestamp,col_rating
191,GNK,2019-08-31,1.0
191,DB,2019-10-05,1.0
191,MDWD,2020-04-30,1.0
191,AREN,2020-07-26,1.0
191,KRG,2020-01-03,1.0
191,AKO-A,2018-06-16,1.0
191,ASX,2019-07-03,1.0
191,EQH-PC,2018-11-20,1.0
191,FGF,2018-05-01,1.0
191,BW,2018-01-02,1.0
191,TXMD,2019-12-16,1.0
191,XEL,2020-12-24,1.0
192,JYAC,2019-01-17,1.0
192,CB,2020-09-27,1.0
192,EGLX,2019-03-26,1.0
192,SNFCA,2018-01-13,1.0
192,DAL,2018-10-27,1.0
192,MDJH,2019-03-31,1.0
192,KRYS,2019-03-03,1.0
192,TARS,2018-05-15,1.0
192,GWH,2019-11-08,1.0
192,PHM,2020-09-27,1.0
192,PACB,2020-10-14,1.0
192,SPWH,2020-04-20,1.0
192,ORC,2020-07-21,1.0
192,T-PC,2019-05-26,1.0
192,HTD,2020-07-10,1.0
192,VNTR,2018-10-31,1.0
192,WLYB,2020-10-27,1.0
192,ADSK,2020-08-21,1.0
192,NM-PH,2018-05-12,1.0
192,SBCF,2018-02-26,1.0
192,SUM,2019-04-11,1.0
192,GOCO,2018-11-27,1.0
192,RYTM,2018-07-08,1.0
192,PUMP,2019-08-13,1.0
192,OTIS,2018-05-16,1.0
193,VTR,2020-05-22,1.0
193,WOLF,2018-05-20,1.0
193,XEL,2018-07-01,1.0
193,MDWD,2018-07-30,1.0
193,AGMH,2018-03-14,1.0
193,MBRX,2019-08-30,1.0
194,PUMP,2019-08-13,1.0
194,XBIT,2018-10-28,1.0
194,NM-PH,2019-01-04,1.0
194,GWH,2020-08-04,1.0
194,CKX,2019-11-09,1.0
194,IIF,2018-01-07,1.0
194,IBOC,2020-08-07,1.0
194,KRG,2019-10-04,1.0
194,MDWD,2019-12-17,1.0
194,MSPR,2020-02-05,1.0
194,NTIC,2018-09-18,1.0
194,AKO-A,2018-09-01,1.0
194,WLYB,2020-07-25,1.0
194,PRIF-PF,2020-03-26,1.0
194,ONB,2019-04-30,1.0
194,HYI,2018-12-18,1.0
194,REYN,2019-11-12,1.0
194,CSTE,2019-01-27,1.0
194,EGLX,2020-09-14,1.0
194,FCNCA,2019-11-11,1.0
194,RKLB,2020-01-24,1.0
194,BHC,2020-02-22,1.0
194,TAOP,2018-07-09,1.0
194,SCM,2019-03-31,1.0
194,T-PC,2018-05-21,1.0
194,ARR,2019-07-01,1.0
195,AWH,2018-05-04,1.0
195,ESLT,2019-09-08,1.0
195,SAVE,2019-09-07,1.0
195,TVE,2021-01-09,1.0
195,HYI,2018-12-08,1.0
195,NAVI,2020-06-28,1.0
195,WPRT,2019-10-14,1.0
196,GH,2018-01-15,1.0
196,OCC,2019-12-02,1.0
196,JYAC,2020-03-28,1.0
196,NUW,2020-12-07,1.0
196,NNDM,2020-04-06,1.0
196,VTR,2020-04-15,1.0
196,LANDO,2020-02-07,1.0
196,WSTG,2018-10-13,1.0
196,OR,2019-02-01,1.0
196,LCNB,2019-08-18,1.0
196,RITM-PC,2021-01-02,1.0
196,IGT,2018-05-02,1.0
196,ZWS,2018-03-11,1.0
196,THTX,2020-04-12,1.0
196,NVTA,2018-07-02,1.0
196,VBTX,2019-04-13,1.0
196,AMZN,2020-12-09,1.0
196,AREN,2020-08-20,1.0
196,TARS,2020-11-09,1.0
196,LEA,2020-03-06,1.0
196,SPSC,2018-11-20,1.0
197,VNTR,2019-06-22,1.0
198,AZPN,2019-03-27,1.0
198,VNTR,2019-06-18,1.0
198,BURL,2019-12-22,1.0
198,TARS,2018-01-31,1.0
198,AEO,2018-03-30,1.0
198,TVE,2018-02-06,1.0
198,GWH,2018-02-06,1.0
198,SYRS,2018-10-07,1.0
198,CNET,2018-07-17,1.0
198,RYTM,2018-03-06,1.0
198,AIRTP,2019-08-14,1.0
198,FCNCP,2019-12-15,1.0
198,GOTU,2020-11-11,1.0
198,NEWT,2020-01-27,1.0
198,SBI,2018-08-17,1.0
198,KIM-PM,2020-10-13,1.0
198,SNFCA,2018-02-22,1.0
198,XBIT,2018-11-09,1.0
198,IBOC,2020-11-27,1.0
198,CKX,2019-11-19,1.0
198,NUW,2019-08-02,1.0
199,GLOP-PA,2020-11-22,1.0
199,WPRT,2019-10-06,1.0
199,CNI,2019-02-20,1.0
199,HLMN,2019-04-19,1.0
199,VFC,2019-04-15,1.0
199,SPWH,2020-01-04,1.0
199,DESP,2018-07-02,1.0
199,CIFR,2018-11-20,1.0
199,WMC,2020-10-03,1.0
199,RCM,2019-09-09,1.0
199,OR,2018-09-11,1.0
199,HCXY,2020-09-06,1.0
199,IESC,2019-04-15,1.0
199,CTA-PA,2019-05-07,1.0
199,EGLX,2020-10-24,1.0
199,LIQT,2018-02-14,1.0
200,MTN,2019-12-02,1.0
200,FCNCA,2020-11-19,1.0
200,ZWS,2020-03-25,1.0
200,LPI,2020-06-08,1.0
200,LANDO,2020-01-30,1.0
200,WSTG,2020-07-03,1.0
200,VFC,2020-08-13,1.0
200,OR,2018-05-10,1.0
200,TRU,2019-06-22,1.0
200,CODI-PC,2018-12-03,1.0
200,GSIT,2019-09-06,1.0
200,HYI,2020-08-11,1.0
200,GH,2019-08-07,1.0
200,WMC,2020-12-30,1.0
200,LIQT,2018-09-18,1.0
200,KIM-PM,2020-09-13,1.0
200,CIFR,2018-03-14,1.0
200,ARR,2020-03-13,1.0
200,NVRO,2020-12-12,1.0
200,TDS,2019-04-06,1.0
201,NUW,2020-06-05,1.0
201,REGN,2019-12-26,1.0
201,DB,2019-03-17,1.0
201,AEMD,2020-02-12,1.0
201,KRG,2019-07-11,1.0
201,EVG,2019-06-30,1.0
201,WMC,2019-07-17,1.0
201,RCHG,2020-02-07,1.0
201,IRDM,2019-11-05,1.0
201,PETS,2018-12-31,1.0
201,CNET,2018-07-06,1.0
201,SUM,2018-10-01,1.0
201,VNTR,2020-08-17,1.0
201,GNK,2019-12-23,1.0
201,KWR,2020-09-07,1.0
201,NNDM,2020-01-19,1.0
201,ZWS,2018-06-14,1.0
201,STAB,2019-04-24,1.0
201,AMZN,2018-02-26,1.0
201,NEWT,2019-09-20,1.0
201,FGF,2020-05-17,1.0
201,EHI,2019-11-26,1.0
201,AEO,2019-02-02,1.0
201,OTEX,2020-12-14,1.0
201,AVTR,2019-06-25,1.0
201,VBTX,2020-09-25,1.0
201,SAVE,2019-09-25,1.0
201,AIRTP,2018-08-28,1.0
201,APTV-PA,2019-01-20,1.0
201,PRIF-PF,2020-05-31,1.0
201,GSIT,2020-04-03,1.0
201,VERB,2020-05-23,1.0
201,DEI,2018-03-10,1.0
201,REYN,2020-01-19,1.0
201,HEES,2020-03-24,1.0
202,MAYS,2018-10-13,1.0
202,HEES,2020-03-08,1.0
202,NVR,2019-10-18,1.0
202,TXMD,2019-02-10,1.0
202,WSTG,2019-04-14,1.0
202,UAMY,2019-02-17,1.0
202,VLTA,2018-07-12,1.0
202,AKO-A,2018-11-01,1.0
202,XEL,2018-01-10,1.0
202,BRFS,2019-05-05,1.0
202,FGF,2020-02-13,1.0
202,RITM-PC,2019-01-26,1.0
202,LANDO,2020-03-22,1.0
202,PUMP,2018-03-08,1.0
202,ORC,2019-08-23,1.0
202,IGT,2018-05-23,1.0
202,REGN,2018-08-31,1.0
202,CODI-PC,2020-02-09,1.0
202,HLMN,2018-02-03,1.0
202,EQH-PC,2020-03-13,1.0
202,PACB,2020-07-25,1.0
202,TARS,2020-03-10,1.0
202,KALU,2018-03-06,1.0
202,FRTX,2020-06-04,1.0
202,BURL,2019-01-03,1.0
202,ESLT,2020-04-02,1.0
202,NTB,2018-07-15,1.0
202,SUM,2018-06-28,1.0
202,AMZN,2018-08-23,1.0
203,DHT,2018-12-08,1.0
203,NM-PH,2020-07-22,1.0
203,BURL,2018-09-07,1.0
203,REGN,2020-12-25,1.0
203,NUW,2019-11-08,1.0
203,ASX,2020-07-19,1.0
203,BW,2020-01-25,1.0
204,GWH,2020-05-29,1.0
204,DESP,2018-01-20,1.0
204,WPRT,2018-12-11,1.0
204,CTA-PA,2020-05-28,1.0
204,ESLT,2018-05-20,1.0
204,LPI,2020-01-09,1.0
204,APTV-PA,2018-07-06,1.0
204,CHD,2018-12-09,1.0
204,SPWH,2020-04-08,1.0
204,AEO,2019-07-12,1.0
204,REGN,2020-10-29,1.0
204,BRFS,2018-04-22,1.0
204,RRGB,2019-05-07,1.0
204,JKHY,2018-11-13,1.0
204,ADSK,2018-12-02,1.0
204,EGLX,2019-11-14,1.0
204,SJIJ,2020-02-01,1.0
204,CPE,2018-05-26,1.0
204,ODP,2018-05-09,1.0
204,TXMD,2020-01-06,1.0
204,CNET,2019-11-02,1.0
204,OCC,2020-12-22,1.0
204,MDWD,2020-03-23,1.0
204,AZPN,2020-08-26,1.0
204,AVTR,2020-04-30,1.0
204,SSY,2019-05-21,1.0
204,AWH,2019-12-26,1.0
204,BCS,2019-11-23,1.0
204,C-PK,2018-11-01,1.0
204,HLMN,2020-07-17,1.0
204,VLTA,2020-08-05,1.0
204,NVR,2020-08-31,1.0
204,HEES,2018-06-19,1.0
204,BHC,2018-06-18,1.0
204,RITM-PC,2019-03-07,1.0
204,SNFCA,2019-09-26,1.0
204,UBER,2020-10-08,1.0
204,PSEC,2020-12-27,1.0
205,GGZ,2019-12-23,1.0
205,TAOP,2020-12-09,1.0
205,UAMY,2018-11-10,1.0
205,RITM-PC,2019-01-22,1.0
205,KIM-PM,2018-07-19,1.0
205,KRYS,2018-12-19,1.0
205,ORC,2020-04-21,1.0
205,FRTX,2020-11-20,1.0
205,HYI,2020-04-20,1.0
205,NAVI,2020-01-20,1.0
205,MINM,2020-10-09,1.0
205,HUBS,2020-03-16,1.0
205,CIFR,2019-02-06,1.0
205,MSPR,2019-11-28,1.0
205,KMT,2020-12-26,1.0
205,BEKE,2018-10-10,1.0
205,TDS,2020-08-28,1.0
205,HEES,2019-10-16,1.0
205,AMZN,2019-02-20,1.0
205,CTA-PA,2018-01-08,1.0
205,SRLP,2019-11-28,1.0
205,TNP,2019-06-23,1.0
205,XEL,2020-12-21,1.0
205,EVG,2020-10-01,1.0
205,IESC,2020-11-29,1.0
205,CB,2018-06-26,1.0
205,NVRO,2018-10-09,1.0
205,BHC,2019-01-29,1.0
205,MAYS,2020-04-24,1.0
205,PHM,2020-10-27,1.0
205,HTD,2019-01-02,1.0
205,NTIC,2018-12-09,1.0
205,LEA,2018-04-17,1.0
206,CTA-PA,2020-12-19,1.0
206,FGF,2018-09-05,1.0
206,NUW,2020-07-05,1.0
206,ORC,2019-09-28,1.0
206,MESO,2020-07-09,1.0
206,SPSC,2019-07-21,1.0
206,PHD,2019-02-23,1.0
206,MFGP,2019-04-24,1.0
206,ODP,2019-04-12,1.0
206,RITM-PC,2020-05-26,1.0
206,TPL,2018-09-11,1.0
206,BNTX,2018-06-28,1.0
206,BHC,2019-05-26,1.0
206,SIX,2020-07-08,1.0
206,DOOR,2019-06-14,1.0
207,IESC,2018-06-04,1.0
207,RCHG,2018-11-04,1.0
207,LPI,2018-05-25,1.0
207,HLMN,2019-12-12,1.0
207,WPRT,2019-10-28,1.0
207,EHI,2020-12-19,1.0
207,KMT,2020-08-18,1.0
207,NEWT,2019-12-30,1.0
207,AKO-A,2018-04-10,1.0
207,RKLB,2019-08-22,1.0
207,MTN,2019-12-18,1.0
208,OCC,2020-10-07,1.0
208,BEKE,2020-09-22,1.0
208,TARS,2019-04-12,1.0
208,FNV,2019-12-22,1.0
208,CXE,2020-08-29,1.0
208,IIF,2020-01-04,1.0
208,HTD,2019-03-29,1.0
208,NTB,2020-03-07,1.0
208,VBTX,2019-01-07,1.0
208,LIQT,2020-01-03,1.0
208,ELBM,2020-12-07,1.0
208,VIIAU,2019-08-07,1.0
208,ADSK,2019-04-30,1.0
208,ZWS,2019-04-21,1.0
208,BRFS,2018-03-06,1.0
208,AEMD,2019-03-11,1.0
208,ORC,2018-06-14,1.0
208,VNTR,2018-01-29,1.0
208,MBRX,2020-04-06,1.0
208,NTIC,2020-06-19,1.0
208,PHD,2019-04-07,1.0
208,WMC,2019-01-02,1.0
208,BNTX,2019-01-25,1.0
208,RITM-PC,2020-01-10,1.0
208,EGLX,2019-08-19,1.0
208,CTA-PB,2019-09-16,1.0
208,SCM,2018-06-20,1.0
208,HCXY,2020-05-06,1.0
208,GHG,2018-11-22,1.0
209,GLOP-PA,2018-07-01,1.0
209,AKO-A,2018-09-22,1.0
209,AIRTP,2020-04-14,1.0
209,SCM,2020-08-09,1.0
209,KMT,2019-03-11,1.0
209,ACGL,2018-11-21,1.0
209,AMZN,2020-10-19,1.0
209,AUY,2019-01-25,1.0
209,ONB,2018-04-08,1.0
209,OBLG,2020-04-14,1.0
209,TAOP,2019-01-16,1.0
209,RKLB,2019-06-19,1.0
209,TRU,2020-12-29,1.0
209,GWH,2019-03-19,1.0
209,LEA,2019-03-04,1.0
209,CHD,2021-01-04,1.0
209,NVR,2020-04-04,1.0
209,DESP,2018-09-25,1.0
210,HCXY,2018-08-06,1.0
210,GLOP-PA,2018-03-28,1.0
210,KVHI,2018-04-25,1.0
210,AREN,2018-08-17,1.0
210,CTA-PB,2020-09-28,1.0
210,NTIC,2020-07-22,1.0
210,LCNB,2020-06-29,1.0
210,WISA,2019-03-06,1.0
210,OXY,2020-01-12,1.0
210,NUW,2020-01-18,1.0
210,TDS,2018-04-05,1.0
210,SCM,2020-08-04,1.0
210,AGMH,2020-04-20,1.0
211,AMZN,2020-12-25,1.0
211,WLYB,2019-10-24,1.0
211,AIRTP,2020-01-19,1.0
211,RSSS,2018-05-09,1.0
211,BNTX,2019-08-19,1.0
211,AZPN,2020-10-15,1.0
211,GNK,2020-05-07,1.0
211,MESO,2019-09-02,1.0
212,NVRO,2018-07-09,1.0
212,CHD,2019-06-12,1.0
212,NVEC,2018-11-10,1.0
212,SBCF,2018-02-02,1.0
212,SYRS,2019-03-05,1.0
212,JCTCF,2020-04-15,1.0
212,CODI-PC,2020-01-31,1.0
212,TAK,2020-09-11,1.0
212,PMTS,2019-10-18,1.0
212,HEES,2020-11-23,1.0
212,IESC,2018-12-06,1.0
212,HUBS,2020-10-09,1.0
212,JKHY,2020-02-09,1.0
212,PETS,2020-06-20,1.0
212,STAB,2018-08-11,1.0
213,AWH,2019-10-30,1.0
213,TVE,2020-05-26,1.0
213,DESP,2019-07-31,1.0
213,RCHG,2018-02-08,1.0
214,FCNCA,2020-06-08,1.0
214,SISI,2018-09-20,1.0
214,HSTO,2019-07-16,1.0
214,CKX,2019-05-07,1.0
214,EHI,2020-08-21,1.0
214,PETS,2020-11-14,1.0
214,LANDO,2019-08-05,1.0
214,PSEC,2020-01-10,1.0
214,NMK-PC,2020-04-05,1.0
214,SPWH,2018-06-22,1.0
214,RCM,2020-08-03,1.0
214,LIQT,2018-01-24,1.0
214,KIM-PM,2020-08-31,1.0
214,ORC,2018-01-17,1.0
214,NVEC,2019-01-06,1.0
214,CAAS,2018-02-15,1.0
214,NUW,2018-04-20,1.0
214,VIIAU,2018-01-06,1.0
214,NNDM,2019-11-15,1.0
214,TXMD,2018-05-06,1.0
214,GH,2018-04-28,1.0
214,MARA,2019-11-29,1.0
214,ARR,2020-10-15,1.0
214,XRX,2019-02-17,1.0
214,PMVC,2019-05-12,1.0
214,KRYS,2020-01-16,1.0
214,BEKE,2018-10-01,1.0
214,WMC,2020-01-30,1.0
214,KALU,2020-11-05,1.0
214,TVE,2019-01-01,1.0
214,KWR,2019-06-07,1.0
214,CNET,2018-03-11,1.0
215,SUM,2019-09-02,1.0
215,LFTR,2020-08-14,1.0
215,ACGL,2019-02-11,1.0
215,CAAS,2018-01-17,1.0
215,EQH-PC,2018-01-11,1.0
215,UBER,2019-10-26,1.0
215,BW,2019-08-09,1.0
215,GH,2020-08-26,1.0
215,FGF,2019-04-23,1.0
215,VIIAU,2020-01-24,1.0
215,AREN,2020-02-14,1.0
215,MSB,2020-12-01,1.0
216,PRIF-PF,2019-02-05,1.0
216,VTVT,2018-01-05,1.0
216,KVHI,2019-02-01,1.0
216,REGN,2019-06-10,1.0
216,EHI,2019-10-13,1.0
216,CKX,2018-12-15,1.0
216,RYTM,2020-08-24,1.0
217,PSEC,2019-10-11,1.0
217,BNTX,2020-06-03,1.0
217,ONB,2020-04-26,1.0
217,DOOR,2020-11-11,1.0
217,PETS,2020-05-11,1.0
217,HUBS,2019-11-13,1.0
217,MDJH,2019-12-10,1.0
217,BCS,2019-02-22,1.0
217,TNP,2020-05-24,1.0
217,DAL,2018-06-11,1.0
217,CINF,2020-09-02,1.0
217,TVE,2020-11-22,1.0
217,KIM-PM,2019-06-25,1.0
217,GOCO,2019-06-05,1.0
217,WPRT,2019-05-31,1.0
217,TDS,2019-12-29,1.0
217,OTIS,2020-07-29,1.0
217,GHG,2018-07-06,1.0
217,CNI,2019-11-30,1.0
217,MFGP,2020-01-14,1.0
217,HEES,2019-04-02,1.0
217,EQH-PC,2018-07-16,1.0
217,AMZN,2020-03-30,1.0
217,VTR,2020-11-20,1.0
217,CSTE,2018-05-26,1.0
217,AKO-A,2019-10-28,1.0
217,SYRS,2018-05-05,1.0
217,ORC,2018-02-24,1.0
217,VFC,2020-03-22,1.0
218,VLTA,2018-12-17,1.0
218,REYN,2019-03-01,1.0
218,ESLT,2018-06-16,1.0
218,UBER,2018-07-17,1.0
218,IBOC,2018-12-16,1.0
218,NNDM,2018-10-05,1.0
218,HUBS,2019-12-29,1.0
218,IGT,2019-03-18,1.0
218,PMVC,2020-05-11,1.0
218,HYI,2018-05-22,1.0
218,SBCF,2018-01-16,1.0
218,NTB,2018-06-24,1.0
219,SJIJ,2020-09-09,1.0
219,KIM-PM,2018-11-15,1.0
220,IRDM,2020-11-12,1.0
220,VERB,2020-10-26,1.0
220,VBTX,2019-12-07,1.0
220,PUMP,2019-12-06,1.0
220,REYN,2019-06-10,1.0
220,NEWT,2018-09-24,1.0
220,SBCF,2018-03-04,1.0
220,RRGB,2019-06-24,1.0
220,WLYB,2019-11-21,1.0
220,OBLG,2019-02-11,1.0
220,TXMD,2019-04-03,1.0
220,ESLT,2018-09-18,1.0
220,FNV,2018-06-12,1.0
220,SCM,2020-08-11,1.0
221,CNET,2018-06-30,1.0
221,GOTU,2019-02-19,1.0
221,KWR,2018-05-27,1.0
221,AWH,2020-01-11,1.0
221,SAH,2019-01-03,1.0
221,LCNB,2020-02-05,1.0
221,OBLG,2019-05-20,1.0
221,MSB,2020-09-10,1.0
221,TDS,2020-01-07,1.0
221,JKHY,2018-07-25,1.0
221,CNI,2020-09-24,1.0
221,MINM,2019-07-11,1.0
221,SIX,2018-06-23,1.0
221,TAK,2020-01-12,1.0
221,THTX,2019-11-01,1.0
221,BW,2018-11-28,1.0
221,CIFR,2018-10-31,1.0
221,PHM,2020-02-03,1.0
221,STOR,2019-01-29,1.0
221,BURL,2018-03-07,1.0
221,CHD,2019-12-14,1.0
221,KVHI,2020-05-10,1.0
221,GLOP-PA,2019-12-10,1.0
221,CINF,2020-06-11,1.0
221,MTN,2020-08-15,1.0
221,UAMY,2019-12-11,1.0
221,VFC,2020-12-05,1.0
221,LEA,2018-03-31,1.0
221,TRU,2019-08-21,1.0
221,AEMD,2020-04-06,1.0
222,SSY,2020-07-06,1.0
222,OTIS,2018-09-11,1.0
222,DHT,2018-03-15,1.0
222,STAB,2018-09-16,1.0
222,MAYS,2018-01-28,1.0
222,VLTA,2020-08-26,1.0
222,PMTS,2019-09-24,1.0
222,SYRS,2018-09-29,1.0
222,PHM,2020-03-23,1.0
222,SBCF,2020-07-21,1.0
222,TARS,2018-04-22,1.0
222,GHG,2019-09-10,1.0
222,REYN,2018-08-27,1.0
222,BURL,2019-08-29,1.0
222,APTV-PA,2020-08-09,1.0
222,MDWD,2018-07-02,1.0
222,ZWS,2020-10-10,1.0
222,NEWT,2020-11-16,1.0
222,NTIC,2018-07-29,1.0
222,GNK,2018-12-20,1.0
223,MSPR,2018-01-24,1.0
223,KIM-PM,2019-02-06,1.0
223,PSEC,2018-06-15,1.0
223,LCNB,2020-11-29,1.0
223,GWH,2018-05-15,1.0
223,LANDO,2018-09-04,1.0
223,CTA-PB,2018-08-04,1.0
223,GOCO,2020-06-03,1.0
223,OXY,2020-08-08,1.0
223,NNDM,2018-04-06,1.0
223,GNK,2019-05-16,1.0
223,DAL,2019-01-18,1.0
223,CODI-PC,2019-09-12,1.0
223,NVTA,2021-01-02,1.0
223,FRTX,2020-08-18,1.0
223,RKLB,2020-03-08,1.0
223,ACGL,2019-10-27,1.0
223,TDS,2018-03-27,1.0
223,SUM,2019-08-15,1.0
223,RRGB,2020-05-03,1.0
223,NVR,2019-01-29,1.0
223,SRLP,2018-09-06,1.0
223,ORC,2020-11-29,1.0
223,BHC,2020-02-07,1.0
223,UAMY,2018-12-03,1.0
223,LIQT,2018-02-11,1.0
223,FNV,2019-06-07,1.0
223,RITM-PC,2018-11-15,1.0
223,KALU,2019-08-22,1.0
223,JYAC,2019-04-11,1.0
223,BW,2018-02-01,1.0
223,BCS,2020-01-21,1.0
224,ELBM,2020-06-03,1.0
224,RCHG,2019-01-24,1.0
224,AEMD,2020-06-24,1.0
224,PHD,2018-05-26,1.0
224,JCTCF,2020-01-20,1.0
224,NVR,2019-04-19,1.0
224,HUBS,2018-06-11,1.0
224,ARR,2020-08-02,1.0
224,T-PC,2018-08-26,1.0
224,AGMH,2020-03-08,1.0
224,KIM-PM,2018-09-12,1.0
224,EVG,2020-03-26,1.0
224,SSY,2020-06-23,1.0
224,WOLF,2020-05-13,1.0
224,CNI,2020-08-21,1.0
224,SRLP,2019-06-26,1.0
224,BILI,2018-10-30,1.0
224,NMK-PC,2018-03-24,1.0
224,TVE,2018-04-02,1.0
224,TARS,2020-07-02,1.0
224,FCNCA,2019-05-20,1.0
224,WMC,2020-08-30,1.0
224,IIF,2020-01-04,1.0
224,LPI,2020-09-24,1.0
224,RYTM,2018-11-30,1.0
224,WFC-PY,2019-04-25,1.0
224,NTIC,2018-02-20,1.0
224,RSSS,2020-12-02,1.0
224,FRTX,2020-06-23,1.0
225,ACGL,2018-11-15,1.0
225,SBCF,2018-11-29,1.0
225,CHE,2019-10-01,1.0
225,VTR,2018-10-27,1.0
225,LANDO,2018-06-05,1.0
225,PHM,2020-08-31,1.0
225,CARA,2019-08-05,1.0
225,ASX,2018-05-18,1.0
225,MDWD,2020-03-21,1.0
225,KRG,2020-08-31,1.0
225,TARS,2019-10-29,1.0
225,DOOR,2021-01-07,1.0
225,SAH,2019-01-15,1.0
225,HUBS,2019-03-10,1.0
225,VERB,2018-08-09,1.0
225,AIRTP,2019-05-26,1.0
225,IIF,2018-07-02,1.0
226,C-PK,2020-07-06,1.0
226,AVTR,2018-06-22,1.0
226,WSTG,2020-10-14,1.0
226,GHG,2019-10-06,1.0
226,GOCO,2020-04-14,1.0
226,APTV-PA,2018-01-02,1.0
226,ELBM,2020-01-10,1.0
226,RCM,2019-11-24,1.0
226,FGF,2020-05-08,1.0
226,SISI,2019-05-19,1.0
226,TVE,2020-01-27,1.0
226,SIM,2019-08-21,1.0
226,NVEC,2018-03-02,1.0
226,NSYS,2019-06-29,1.0
226,TXMD,2019-10-10,1.0
226,DAL,2018-01-03,1.0
226,AREN,2019-12-20,1.0
226,WLYB,2018-01-28,1.0
226,NUW,2018-01-23,1.0
226,SPSC,2020-02-29,1.0
226,AEO,2019-03-13,1.0
226,CB,2019-11-06,1.0
226,VIIAU,2020-06-09,1.0
226,RKLB,2019-08-12,1.0
226,SSY,2019-05-22,1.0
226,WMC,2019-11-29,1.0
226,BHC,2018-04-21,1.0
226,GSIT,2019-02-15,1.0
226,NNDM,2019-08-31,1.0
226,ZWS,2018-04-16,1.0
226,STOR,2018-09-24,1.0
226,IRDM,2020-01-23,1.0
226,KRYS,2019-06-10,1.0
226,CPE,2018-09-11,1.0
227,MARA,2019-05-06,1.0
227,ADSK,2020-07-07,1.0
227,AUY,2019-05-30,1.0
227,HEES,2021-01-06,1.0
227,MFGP,2019-10-04,1.0
227,UBER,2019-07-05,1.0
227,PMVC,2018-09-08,1.0
227,GH,2020-05-16,1.0
227,NUW,2018-03-28,1.0
227,AKO-A,2019-11-11,1.0
227,PMTS,2018-09-15,1.0
227,LIQT,2018-11-01,1.0
227,ESLT,2020-04-24,1.0
227,FNV,2019-11-24,1.0
227,STAB,2020-11-19,1.0
227,SSY,2018-04-03,1.0
227,VBTX,2020-03-14,1.0
227,VTR,2020-08-25,1.0
227,BRFS,2019-05-30,1.0
227,IGT,2020-06-16,1.0
227,NVTA,2019-11-09,1.0
227,JKHY,2018-01-27,1.0
227,JCTCF,2019-12-23,1.0
227,CINF,2019-10-25,1.0
227,PETS,2019-04-27,1.0
227,GSIT,2018-09-25,1.0
227,NVR,2018-09-26,1.0
227,CARA,2019-12-20,1.0
228,SNFCA,2018-06-18,1.0
228,JKHY,2018-01-29,1.0
228,ELBM,2019-03-30,1.0
228,VTVT,2018-09-12,1.0
228,NVEC,2018-08-18,1.0
228,CHE,2019-10-20,1.0
228,SIX,2019-09-30,1.0
228,KVHI,2020-06-10,1.0
228,GWH,2020-06-25,1.0
228,TPL,2020-11-04,1.0
228,HCXY,2020-12-29,1.0
228,NVTA,2019-12-05,1.0
228,CINF,2020-04-28,1.0
228,MSPR,2020-04-05,1.0
228,KIM-PM,2019-10-19,1.0
228,BNTX,2019-01-27,1.0
228,SSY,2019-12-01,1.0
228,DB,2018-01-17,1.0
228,NAVI,2019-04-13,1.0
228,CXW,2018-12-08,1.0
228,NUW,2019-05-17,1.0
228,ESLT,2019-07-25,1.0
228,MINM,2019-06-27,1.0
228,AEMD,2018-12-05,1.0
228,WPRT,2020-05-31,1.0
228,SIM,2020-02-08,1.0
228,EGLX,2019-04-18,1.0
228,OTIS,2019-07-30,1.0
228,TNP,2018-01-22,1.0
228,NTB,2018-12-15,1.0
228,IESC,2019-04-26,1.0
229,TNP,2020-01-28,1.0
229,CSTE,2018-05-23,1.0
229,TXMD,2018-06-09,1.0
229,GGZ,2019-05-21,1.0
229,KRG,2018-07-03,1.0
229,MTN,2018-04-18,1.0
229,OR,2020-04-15,1.0
229,BEKE,2019-07-17,1.0
229,CXE,2020-09-30,1.0
229,MAYS,2018-06-09,1.0
229,AEO,2020-01-04,1.0
229,TARS,2020-08-31,1.0
229,KIM-PM,2019-12-27,1.0
229,ACGL,2019-11-07,1.0
229,TDS,2019-04-21,1.0
229,PSEC,2020-12-13,1.0
229,SPSC,2018-03-20,1.0
229,KVHI,2020-11-03,1.0
229,TRU,2018-01-22,1.0
229,PETS,2019-06-20,1.0
230,OTIS,2019-09-27,1.0
230,NEWT,2019-05-05,1.0
230,KALU,2018-04-26,1.0
230,C-PK,2019-06-25,1.0
230,CHD,2019-06-01,1.0
230,CB,2018-11-06,1.0
230,ZWS,2018-11-17,1.0
230,CKX,2019-10-06,1.0
230,RSSS,2018-06-01,1.0
230,HEES,2019-07-18,1.0
230,FCNCA,2019-06-22,1.0
230,VNTR,2019-11-30,1.0
230,DAL,2019-04-06,1.0
230,ONB,2020-01-18,1.0
230,CNET,2020-10-08,1.0
230,IBOC,2019-07-29,1.0
231,CARA,2020-04-16,1.0
231,PMVC,2018-06-25,1.0
231,VTR,2019-10-08,1.0
231,TPL,2020-01-04,1.0
231,FCNCA,2019-10-01,1.0
231,AGMH,2019-02-02,1.0
231,AVTR,2019-03-24,1.0
231,NNDM,2019-09-07,1.0
231,JCTCF,2019-01-26,1.0
231,PACB,2019-04-13,1.0
231,AREN,2019-08-14,1.0
231,NMK-PC,2020-11-12,1.0
231,XBIT,2020-05-14,1.0
231,DESP,2020-10-30,1.0
231,FNV,2019-09-12,1.0
231,KVHI,2019-10-29,1.0
